"FlightDate","Field_ID","Burkeetal2019_ID","UAStype","PolygonType","PondType","area_m2","edge_m","edge.area","Median8dC_BubFlux","Cumulative_BubFlux","TotPrec_8dpreflight"
"2016-07-19","Field_R","H","Quad","pondedge",4,158.1346,114.78,0.73,38.259,1743.494,32.6
"2016-07-19","Field_R","H","Quad","water",4,156.7457,154.59,0.99,38.259,1743.494,32.6
"2016-07-24","Field_R","H","Quad","pondedge",4,150.3711,128.68,0.86,42.415,1743.494,14.2
"2016-07-24","Field_R","H","Quad","water",4,150.9661,152.81,1.01,42.415,1743.494,14.2
"2016-07-30","Field_R","H","Quad","pondedge",4,127.0239,117.99,0.93,36.593,1743.494,45
"2016-07-30","Field_R","H","Quad","water",4,148.96,141.52,0.95,36.593,1743.494,45
"2016-08-22","Field_R","H","Quad","pondedge",4,150.4327,115.99,0.77,NA,1743.494,3.3
"2016-08-22","Field_R","H","Quad","water",4,167.8322,140.28,0.84,NA,1743.494,3.3
"2017-06-30","Field_R","H","Quad","pondedge",4,169.3579,126.69,0.75,1.368,439.739,8.2
"2017-06-30","Field_R","H","Quad","water",4,168.8973,138.62,0.82,1.368,439.739,8.2
"2017-07-21","Field_R","H","Quad","pondedge",4,143.5055,139.44,0.97,5.283,439.739,44.9
"2017-07-21","Field_R","H","Quad","water",4,161.4529,138.04,0.86,5.283,439.739,44.9
"2017-07-24","Field_R","H","FWing","pondedge",4,162.455,137.39,0.85,NA,439.739,6.6
"2017-07-24","Field_R","H","FWing","water",4,152.2348,142.71,0.94,NA,439.739,6.6
"2017-07-26","Field_R","H","Quad","pondedge",4,150.3941,128.93,0.86,NA,439.739,0
"2017-07-26","Field_R","H","Quad","water",4,153.4553,144.5,0.94,NA,439.739,0
"2018-06-17","Field_R","H","Quad","pondedge",4,212.3402,153.63,0.72,0,557.357,5.5
"2018-06-17","Field_R","H","Quad","water",4,223.0844,188.02,0.84,0,557.357,5.5
"2018-06-25","Field_R","H","Quad","pondedge",4,219.3978,139.86,0.64,0,557.357,67.9
"2018-06-25","Field_R","H","Quad","water",4,262.0714,200.11,0.76,0,557.357,67.9
"2018-07-05","Field_R","H","Quad","pondedge",4,186.4941,123.3,0.66,0,557.357,0.6
"2018-07-05","Field_R","H","Quad","water",4,193.7581,170.32,0.88,0,557.357,0.6
"2018-07-11","Field_R","H","Quad","pondedge",4,166.6779,150.66,0.9,0,557.357,5.4
"2018-07-11","Field_R","H","Quad","water",4,161.0366,163.15,1.01,0,557.357,5.4
"2018-07-17","Field_R","H","Quad","pondedge",4,162.5207,145.45,0.89,3.638,557.357,1.2
"2018-07-17","Field_R","H","Quad","water",4,183.351,182.11,0.99,3.638,557.357,1.2
"2018-07-28","Field_R","H","FWing","pondedge",4,159.519,133.55,0.84,12.268,557.357,38.6
"2018-07-28","Field_R","H","FWing","water",4,160.8038,136.28,0.85,12.268,557.357,38.6
"2018-08-01","Field_R","H","Quad","pondedge",4,150.5792,169.09,1.12,37.58,557.357,24.6
"2018-08-01","Field_R","H","Quad","water",4,175.0804,150.8,0.86,37.58,557.357,24.6
